Id,Date Time,Model,Prompt,Exam,Topic,Source,Source Id,Problem Id,Problem,Dialog,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Agent Answer,Correct Answer,Solution,Score,Input Tokens,Output Tokens,Total Tokens,Error
31,2023-11-30 19:27:16,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,50,31,"Topic: Law
Context: An administrator must assign parking spaces to six new employees: Robertson, Souza, Togowa, Vaughn, Xu, and Young. Each of the six employees must be assigned one of the following parking spaces: #1, #2, #3, #4, #5, or #6. No two employees can be assigned the same parking space. The following rules govern the assignment of parking spaces: Young must be assigned a higher-numbered parking space than Togowa. Xu must be assigned a higher-numbered parking space than Souza. Robertson must be assigned a higher-numbered parking space than Young. Robertson must be assigned parking space #1, #2, #3, or #4.
Question: The assignment of parking spaces to each of the new employees is fully and uniquely determined if which one of the following is true?
Choices:
  A: Souza is assigned parking space #1.
  B: Young is assigned parking space #2.
  C: Vaughn is assigned parking space #3.
  D: Robertson is assigned parking space #4.
  E: Xu is assigned parking space #5.
",,N,D,D,D,D,E,,D,D,D,D,C,,0,497,2844,3341,
32,2023-11-30 19:27:24,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,29,32,"Topic: Law
Context: A panel of five scientists will be formed. The panelists will be selected from among three botanists—F, G, and H—three chemists—K, L, and M—and three zoologists—P, Q, and R. Selection is governed by the following conditions: The panel must include at least one scientist of each of the three types. If more than one botanist is selected, then at most one zoologist is selected. F and K cannot both be selected. K and M cannot both be selected. If M is selected, both P and R must be selected.
Question: If both G and H are among the scientists selected, then the panel must include either
Choices:
  A: F or else K
  B: F or else M
  C: K or else M
  D: M or else Q
  E: P or else Q
",,E,A,B,A,A,C,A,A,A,A,A,A,,1,450,2347,2797,
33,2023-11-30 19:27:31,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,85,33,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: Which one of the following could be a complete and accurate list of the sales representatives working in Zone 3?
Choices:
  A: Kim, Mahr
  B: Kim, Tiao
  C: Parra, Quinn
  D: Stuckey, Tiao, Udall
  E: Parra, Quinn, Stuckey, Udall
",,N,E,D,E,A,D,E,E,D,E,E,A,,0,495,2550,3045,
34,2023-11-30 19:27:37,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,42,34,"Topic: Law
Context: A bakery makes exactly three kinds of cookie—oatmeal, peanut butter, and sugar. Exactly three batches of each kind of cookie are made each week (Monday through Friday) and each batch is made, from start to finish, on a single day. The following conditions apply: No two batches of the same kind of cookie are made on the same day. At least one batch of cookies is made on Monday. The second batch of oatmeal cookies is made on the same day as the first batch of peanut butter cookies. The second batch of sugar cookies is made on Thursday.
Question: If one kind of cookie's first batch is made on the same day as another kind of cookie's third batch, then which one of the following could be false?
Choices:
  A: At least one batch of cookies is made on each of the five days.
  B: At least two batches of cookies are made on Wednesday.
  C: Exactly one batch of cookies is made on Monday.
  D: Exactly two batches of cookies are made on Tuesday.
  E: Exactly one batch of cookies is made on Friday.
",,A,C,C,C,D,E,C,D,E,C,C,E,,0,492,3557,4049,
35,2023-11-30 19:27:46,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,188,35,"Topic: Law
Context: Seven workers—Quinn, Ruiz, Smith, Taylor, Verma, Wells, and Xue—are being considered for a special project. Exactly three of the workers will be selected to be project members, and exactly one of these project members will be the project leader. The selection is subject to the following constraints: Quinn or Ruiz can be a project member only if leading the project. If Smith is a project member, Taylor must also be. If Wells is a project member, neither Ruiz nor Verma can be.
Question: If Taylor is not a project member, which one of the following workers must be a project member?
Choices:
  A: Quinn
  B: Ruiz
  C: Verma
  D: Wells
  E: Xue
",,A,A,A,A,B,A,E,D,C,D,A,E,,0,421,1388,1809,
36,2023-11-30 19:27:49,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,118,36,"Topic: Law
Context: A concert promoter is filling the six slots at a benefit concert. The slots, from earliest to latest, are numbered slot one through slot six. The slots will be filled by six bands—Uneasy, Vegemite, Wellspring, Xpert, Yardsign, and Zircon. Each band will perform in just one slot. The order must meet the following constraints: Vegemite performs in an earlier slot than Zircon. Wellspring and Zircon each perform in an earlier slot than Xpert. Uneasy performs in one of the last three slots. Yardsign performs in one of the first three slots.
Question: If Veqemite performs in slot three, which one of the following must be true?
Choices:
  A: Uneasy performs in an earlier slot than Xpert.
  B: Wellspring performs in an earlier slot than zircon
  C: Xpert performs in an earlier slot than Uneasy
  D: Yardsign performs in an earlier slot than, wellspring
  E: Zircon performs in an earlier slot than Uneasy.
",,D,B,B,D,A,B,B,A,N,E,B,B,,1,488,1992,2480,
37,2023-11-30 19:27:54,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,166,37,"Topic: Law
Context: A detective is trying to determine the order in which a criminal recruited seven accomplices—Peters, Quinn, Rovero, Stanton, Tao, Villas, and White. In addition to discovering that the suspect recruited the accomplices one at a time, the detective has established the following: Stanton was recruited neither immediately before nor immediately after Tao. Quinn was recruited earlier than Rovero. Villas was recruited immediately before White. Peters was recruited fourth.
Question: If White was recruited earlier than Rovero and if Rovero was recruited earlier than Tao, then which one of the following could be true?
Choices:
  A: Quinn was recruited first.
  B: Rovero was recruited third.
  C: Stanton was recruited second.
  D: Tao was recruited sixth.
  E: Villas was recruited sixth.
",,D,B,D,D,A,D,B,D,B,B,D,A,,0,431,2401,2832,
38,2023-11-30 19:28:01,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,66,38,"Topic: Law
Context: Exactly eight books—F, G, H, I, K, L, M, O—are placed on a bookcase with exactly three shelves—the top shelf, the middle shelf, and the bottom shelf. At least two books are placed on each shelf. The following conditions must apply: More of the books are placed on the bottom shelf than the top shelf. I is placed on the middle shelf. K is placed on a higher shelf than F. O is placed on a higher shelf than L. F is placed on the same shelf as M.
Question: Which one of the following could be a complete and accurate list of the books placed on the bottom shelf?
Choices:
  A: F, M
  B: F, H, M
  C: G, H, K
  D: F, G, M, O
  E: G, H, L, M
",,A,D,C,B,C,D,D,D,C,B,D,B,,0,449,2247,2696,
39,2023-11-30 19:28:07,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,184,39,"Topic: Law
Context: A publisher is planning to publish six cookbooks—K, L, M, N, O, and P—over the course of the next year. Each cookbook will be published in one of two seasons—fall or spring—subject to the following conditions: M and P cannot be published in the same season as each other. K and N must be published in the same season as each other. If K is published in the fall, O must also be published in the fall. If M is published in the fall, N must be published in the spring
Question: Which one of the following, if substituted for the condition that if M is published in the fall, N must be published in the spring, would have the same effect in determining the schedule for the publication of the cookbooks?
Choices:
  A: If L is published in the fall, M must be published in the spring.
  B: If N is published in the fall, P must also be published in the fall.
  C: If M is published in the spring, P must be published in the fall.
  D: If N is published in the spring, M must also be published in the spring.
  E: If 0 is published in the spring, N must also be published in the spring.
",,D,D,D,D,D,D,N,D,D,D,D,B,,0,528,1606,2134,
40,2023-11-30 19:28:11,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,220,40,"Topic: Law
Context: At an upcoming exhibition, four art students—Franz, Greene, Hidalgo, and Isaacs—will each display exactly two paintings—an oil and a watercolor. Exactly two paintings will be displayed on each of the walls of the exhibition room—walls 1, 2, 3, and 4—with one painting in the upper position and one in the lower position. The following conditions will apply: No wall has only watercolors displayed on it. No wall has the work of only one student displayed on it. No wall has both a painting by Franz and a painting by Isaacs displayed on it. Greene's watercolor is displayed in the upper position of the wall on which Franz's oil is displayed. Isaacs's oil is displayed in the lower position of wall 4.
Question: If Isaacs's watercolor is displayed on wall 2 and Franz's oil is displayed on wall 3, which one of the following must be displayed on wall 1?
Choices:
  A: Franz's watercolor
  B: Greene's oil
  C: Greene's watercolor
  D: Hidalgo's oil
  E: Hidalgo's watercolor
",,E,A,B,E,B,B,D,B,D,C,B,A,,0,509,2297,2806,
41,2023-11-30 19:28:16,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,4,41,"Topic: Law
Context: Of the eight students—George, Helen, Irving, Kyle, Lenore, Nina, Olivia, and Robert—in a seminar, exactly six will give individual oral reports during three consecutive days—Monday, Tuesday, and Wednesday. Exactly two reports will be given each day—one in the morning and one in the afternoon—according to the following conditions: Tuesday is the only day on which George can give a report. Neither Olivia nor Robert can give an afternoon report. If Nina gives a report, then on the next day Helen and Irving must both give reports, unless Nina's report is given on Wednesday.
Question: If George, Nina, and Robert give reports and they do so on different days from one another, which one of the following could be true?
Choices:
  A: Helen gives a report on Wednesday.
  B: Nina gives a report on Monday.
  C: Nina gives a report on Tuesday.
  D: Olivia gives a report on Monday.
  E: Robert gives a report on Wednesday.
",,A,A,A,A,E,C,A,A,E,A,A,A,,1,470,3504,3974,
42,2023-11-30 19:28:25,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,189,42,"Topic: Law
Context: Seven workers—Quinn, Ruiz, Smith, Taylor, Verma, Wells, and Xue—are being considered for a special project. Exactly three of the workers will be selected to be project members, and exactly one of these project members will be the project leader. The selection is subject to the following constraints: Quinn or Ruiz can be a project member only if leading the project. If Smith is a project member, Taylor must also be. If Wells is a project member, neither Ruiz nor Verma can be.
Question: The selection for the project is completely determined if which one of the following is true?
Choices:
  A: Neither Quinn nor Smith is selected.
  B: Neither Quinn nor Taylor is selected.
  C: Neither Quinn nor Xue is selected.
  D: Neither Ruiz nor Wells is selected.
  E: Neither Ruiz nor Verma is selected.
",,D,B,N,D,D,E,D,E,C,D,D,B,,0,444,3505,3949,
43,2023-11-30 19:28:36,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,87,43,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: If Mahr and Stuckey work in the same sales zone, then which one of the following could be true?
Choices:
  A: Kim works in Zone 2.
  B: Mahr works in Zone 1.
  C: Parra works in Zone 3.
  D: Stuckey works in Zone 2.
  E: Tiao works in Zone 1.
",,D,D,D,C,C,A,D,A,B,B,D,A,,0,501,2543,3044,
44,2023-11-30 19:28:41,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,76,44,"Topic: Law
Context: A shopping center has exactly seven spaces—space 1 through space 7—arranged in a straight row. Seven businesses—an optometrist, a pharmacy, two restaurants, a shoe store, a toy store, and a veterinarian—will be located in the shopping center, one in each space. The locations of the businesses are subject to the following constraints: The pharmacy must be at one end of the row and one of the restaurants at the other. The two restaurants must be separated by at least two other businesses. The pharmacy must be next to either the optometrist or the veterinarian. The toy store cannot be next to the veterinarian.
Question: Which one of the following could be the order of the businesses in spaces 1 through 7 respectively?
Choices:
  A: pharmacy, optometrist, shoe store, restaurant, veterinarian, toy store, restaurant
  B: pharmacy, veterinarian, optometrist, shoe store, restaurant, toy store, restaurant
  C: restaurant, shoe store, veterinarian, pharmacy, optometrist, toy store, restaurant
  D: restaurant, toy store, optometrist, restaurant, veterinarian, shoe store, pharmacy
  E: restaurant, optometrist, toy store, restaurant, shoe store, veterinarian, pharmacy
",,D,A,A,A,B,B,C,B,B,E,B,E,,0,526,2011,2537,
45,2023-11-30 19:28:47,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,214,45,"Topic: Law
Context: An author is planning to write a mystery novel consisting of seven chapters, chapter 1 through chapter 7. Each of seven different clues—R, S, T, U, W, X, and Z—is to be mentioned exactly once, one clue per chapter. The order in which the clues are mentioned is subject to the following constraints: T cannot be mentioned in chapter 1. T must be mentioned before W, and there must be exactly two chapters separating the mention of T from the mention of W. S and Z cannot be mentioned in adjacent chapters. W and X cannot be mentioned in adjacent chapters. U and X must be mentioned in adjacent chapters.
Question: If X is mentioned in chapter 1, which one of the following could be true?
Choices:
  A: R is mentioned in chapter 3.
  B: R is mentioned in chapter 7.
  C: S is mentioned in chapter 2.
  D: W is mentioned in chapter 5.
  E: Z is mentioned in chapter 3.
",,D,B,D,B,D,D,D,D,N,B,D,E,,0,477,2713,3190,
46,2023-11-30 19:28:54,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,173,46,"Topic: Law
Context: In the Lifestyle, Metro, and Sports sections of tomorrow's newspaper, a total of six different photographs are to appear, exactly two photographs per section. Each of the available photographs was taken by one of three photographers: Fuentes, Gagnon, and Hue. Selection of the photographs is constrained by the following conditions: For each photographer, at least one but no more than three of that photographers photographs must appear. At least one photograph in the Lifestyle section must be by a photographer who has at least one photograph in the Metro section. The number of Hue's photographs in the Lifestyle section must be the same as the number of Fuentes photographs in the Sports section. None of Gagnon's photographs can be in the Sports section.
Question: If both photographs in one of the three sections are by Gagnon, then which one of the following could be true?
Choices:
  A: Both photographs in the Lifestyle section are by Hue.
  B: One photograph in the Lifestyle section is by Fuentes and one is by Hue.
  C: Both photographs in the Metro section are by Fuentes.
  D: One photograph in the Metro section is by Gagnon and one is by Hue.
  E: Both photographs in the Sports section are by Hue.
",,D,B,D,B,,,A,C,,B,B,E,,0,522,3659,4181,
47,2023-11-30 19:29:03,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,200,47,"Topic: Law
Context: During the weeklong grand opening of a new antique shop, the antique dealer will auction exactly one antique per day for six consecutive days—June 1st through June 6th. The antiques to be auctioned are: a harmonica, a lamp, a mirror, a sundial, a table, and a vase. The following conditions apply: The sundial is not auctioned on June 1st. If the harmonica is auctioned on an earlier date than the lamp, then the mirror is also auctioned on an earlier date than the lamp. The sundial is auctioned on an earlier date than the mirror and also on an earlier date than the vase. The table is auctioned on an earlier date than the harmonica or on an earlier date than the vase, but not both.
Question: Which one of the following could be true?
Choices:
  A: The mirror is auctioned on June 2nd.
  B: The lamp is auctioned on June 2nd.
  C: The vase is auctioned on. June 2nd.
  D: The lamp is auctioned on June 3rd.
  E: The mirror is auctioned on June 5th.
",,D,B,D,B,D,,,B,D,A,D,E,,0,515,4767,5282,
48,2023-11-30 19:29:16,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,230,48,"Topic: Law
Context: Three real estate companies—RealProp, Southco, and Trustcorp—are considering trading buildings with one another. Each building they own is categorized as either class 1, class 2, or class 3, depending on its approximate value: RealProp owns the Garza Tower (class 1), the Yates House (class 3), and the Zimmer House (class 3). Southco owns the Flores Tower (class 1) and the Lynch Building (class 2). Trustcorp owns the King Building, the Meyer Building, and the Ortiz Building, all of which are class 2. Each trade must be of exactly one of the following three kinds: Trading one building for one other building of the same class Trading one class 1 building for two class 2 buildings Trading one class 2 building for two class 3 buildings
Question: Which one of the following CANNOT be true, no matter how many trades are made?
Choices:
  A: The buildings owned by RealProp are the Lynch Building, the Meyer Building, and the Ortiz Building.
  B: The buildings owned by Southco are the Garza Tower and the Meyer Building.
  C: The buildings owned by Southco are the King Building, the Meyer Building, and the Ortiz Building.
  D: The buildings owned by Trustcorp are the Flores Tower and the Yates House.
  E: The buildings owned by Trustcorp are the Garza Tower and the Lynch Building.
",,A,A,B,C,A,A,A,D,B,A,A,D,,0,562,2845,3407,
49,2023-11-30 19:29:24,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,157,49,"Topic: Law
Context: The manager of a photography business must assign at least two photographers to each of two graduation ceremonies—one at Silva University and the other at Thorne University. Exactly six photographers are available—Frost, Gonzalez, Heideck, Knutson, Lai, and Mays—but not all have to be assigned. No photographer can be assigned to both ceremonies. The following constraints apply: Frost must be assigned together with Heideck to one of the graduation ceremonies. If Lai and Mays are both assigned, it must be to different ceremonies. If Gonzalez is assigned to the Silva University ceremony, then Lai must be assigned to the Thorne University ceremony. If Knutson is not assigned to the Thorne University ceremony, then both Heideck and Mays must be assigned to it.
Question: Which one of the following could be the complete assignment of photographers to the Silva University ceremony?
Choices:
  A: Frost, Gonzalez, Heideck, Knutson
  B: Frost, Gonzalez, Heideck
  C: Gonzalez, Knutson
  D: Heideck, Lai
  E: Knutson, Mays
",,A,B,B,B,N,D,A,A,B,B,B,B,,1,504,2963,3467,
50,2023-11-30 19:29:32,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,164,50,"Topic: Law
Context: A detective is trying to determine the order in which a criminal recruited seven accomplices—Peters, Quinn, Rovero, Stanton, Tao, Villas, and White. In addition to discovering that the suspect recruited the accomplices one at a time, the detective has established the following: Stanton was recruited neither immediately before nor immediately after Tao. Quinn was recruited earlier than Rovero. Villas was recruited immediately before White. Peters was recruited fourth.
Question: If Tao was recruited second, which one of the following could be true?
Choices:
  A: Quinn was recruited third.
  B: Rovero was recruited fifth.
  C: Stanton was recruited sixth.
  D: Villas was recruited sixth.
  E: White was recruited third.
",,B,B,E,A,E,A,B,D,D,D,D,D,,1,418,2051,2469,
51,2023-11-30 19:29:38,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,104,51,"Topic: Law
Context: A maintenance company that takes service requests from three clients—Image, Solide, and Truvest—plans to set targets for its average service response times. Service targets will be set at 3 days, 2 days, or 1 day. Two service targets are set for each client—one for requests received through the maintenance company's website and one for requests received by voicemail. The six targets are set according to the following conditions: None of the clients can have a website target that is longer than its voicemail target. Image's voicemail target must be shorter than the other clients' voicemail targets. Solide's website target must be shorter than Truvest's website target.
Question: If Truvest's website target is shorter than its voicemail target, which one of the following must be true?
Choices:
  A: Image's voicemail target is 2 days.
  B: Image's website target is 2 days.
  C: Image's website target is 1 day.
  D: Solide's website target is 2 days.
  E: Solide's website target is 1 day.
",,D,C,A,C,E,E,A,B,D,N,D,E,,0,498,3147,3645,
52,2023-11-30 19:29:45,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,110,52,"Topic: Law
Context: An editor will edit seven articles, one at a time. Three of the articles—G, H, and J—cover finance; three other articles—Q, R, and S—cover nutrition; and the remaining article, Y, covers wildlife. The order in which the articles are edited is subject to the following conditions: Consecutive articles cannot cover the same topic as each other. S can be earlier than Q only if Q is third. S must be earlier than Y. J must be earlier than G, and G must be earlier than R.
Question: If Y is fourth, which one of the following must be true?
Choices:
  A: J is second.
  B: J is third
  C: Q is first.
  D: Q is third
  E: R is seventh.
",,A,E,B,B,A,E,D,E,A,E,E,A,,0,432,2319,2751,
53,2023-11-30 19:29:50,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,132,53,"Topic: Law
Context: Exactly five movies are showing at the repertory theater this evening: a horror film, a mystery, a romance, a sci-fi film, and a western. Each movie is shown exactly once, on one of the theater's three screens: screens 1, 2, and 3. Screens 1 and 2 show two movies each, one beginning at 7 P.M. and the other at 9 P.M.; screen 3 shows exactly one movie, at 8 P.M. The following conditions apply to this evening's schedule: The western begins at some time before the horror film does. The sci-fi film is not shown on screen 3. The romance is not shown on screen 2. The horror film and the mystery are shown on different screens.
Question: Which one of the following CANNOT be an accurate list of the movies scheduled to be shown on screen 1 this evening, listing the 7 P.M. movie first?
Choices:
  A: the sci-fi film, the horror film
  B: the sci-fi film, the mystery
  C: the western, the horror film
  D: the western, the mystery
  E: the western, the sci-fi film
",,E,A,A,E,A,B,A,E,C,E,E,E,,1,516,2591,3107,
54,2023-11-30 19:29:56,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,84,54,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: Which one of the following must be false?
Choices:
  A: Kim and Stuckey both work in Zone 1.
  B: Kim and Stuckey both work in Zone 3.
  C: Mahr and Stuckey both work in Zone 3.
  D: Mahr and Udall both work in Zone 3.
  E: Parra and Stuckey both work in Zone I.
",,A,A,A,A,A,B,B,E,D,C,A,A,,1,507,3717,4224,
55,2023-11-30 19:30:05,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,23,55,"Topic: Law
Context: On each of exactly seven consecutive days (day 1 though day 7), a pet shop features exactly one of three breeds of kitten—Himalayan, Manx, Siamese—and exactly one of three breeds of puppy—Greyhound, Newfoundland, Rottweiler. The following conditions must apply: Greyhounds are featured on day 1. No breed is featured on any two consecutive days. Any breed featured on day 1 is not featured on day 7. Himalayans are featured on exactly three days, but not on day 1. Rottweilers are not featured on day 7, nor on any day that features Himalayans.
Question: Which one of the following could be true?
Choices:
  A: There are exactly four breeds that are each featured on three days.
  B: Greyhounds are featured on every day that Himalayans are.
  C: Himalayans are featured on every day that Greyhounds are.
  D: Himalayans are featured on every day that Rottweilers are not.
  E: Rottweilers are featured on every day that Himalayans are not.
",,A,D,D,E,D,E,E,E,D,D,D,A,,0,505,3358,3863,
56,2023-11-30 19:30:13,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,103,56,"Topic: Law
Context: A maintenance company that takes service requests from three clients—Image, Solide, and Truvest—plans to set targets for its average service response times. Service targets will be set at 3 days, 2 days, or 1 day. Two service targets are set for each client—one for requests received through the maintenance company's website and one for requests received by voicemail. The six targets are set according to the following conditions: None of the clients can have a website target that is longer than its voicemail target. Image's voicemail target must be shorter than the other clients' voicemail targets. Solide's website target must be shorter than Truvest's website target.
Question: If none of the clients has a voicemail target of 3 days, then each of the following must be true EXCEPT:
Choices:
  A: Image's website target is 1 day.
  B: Solide's website target is 2 days.
  C: Solide's voicemail target is 2 days.
  D: Truvest's website target is 2 days.
  E: Truvest's voicemail target is 2 days.
",,E,A,D,E,A,A,A,E,A,,A,B,,0,505,2930,3435,
57,2023-11-30 19:30:20,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,172,57,"Topic: Law
Context: In the Lifestyle, Metro, and Sports sections of tomorrow's newspaper, a total of six different photographs are to appear, exactly two photographs per section. Each of the available photographs was taken by one of three photographers: Fuentes, Gagnon, and Hue. Selection of the photographs is constrained by the following conditions: For each photographer, at least one but no more than three of that photographers photographs must appear. At least one photograph in the Lifestyle section must be by a photographer who has at least one photograph in the Metro section. The number of Hue's photographs in the Lifestyle section must be the same as the number of Fuentes photographs in the Sports section. None of Gagnon's photographs can be in the Sports section.
Question: If one photograph in the Lifestyle section is by Fuentes and one is by Hue, then which one of the following could be true?
Choices:
  A: Both photographs in the Metro section are by Fuentes.
  B: Both photographs in the Metro section are by Gagnon.
  C: Exactly one photograph in the Metro section is by Hue.
  D: Both photographs in the Sports section are by Hue.
  E: Neither photograph in the Sports section is by Hue.
",,C,C,C,C,E,B,B,C,C,C,C,C,,1,514,3834,4348,
58,2023-11-30 19:30:32,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,25,58,"Topic: Law
Context: A panel of five scientists will be formed. The panelists will be selected from among three botanists—F, G, and H—three chemists—K, L, and M—and three zoologists—P, Q, and R. Selection is governed by the following conditions: The panel must include at least one scientist of each of the three types. If more than one botanist is selected, then at most one zoologist is selected. F and K cannot both be selected. K and M cannot both be selected. If M is selected, both P and R must be selected.
Question: Which one of the following is an acceptable selection of scientists for the panel?
Choices:
  A: F, G, K, P, Q
  B: G, H, K, L, M
  C: G, H, K, L, R
  D: H, K, M, P, R
  E: H, L, M, P, Q
",,D,B,B,C,D,D,B,D,D,D,D,C,,0,472,3350,3822,
59,2023-11-30 19:30:42,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,191,59,"Topic: Law
Context: Four students will be assigned to a history project in which they will search archives from the years 1921, 1922, 1923, and 1924. Each of the four years will have exactly one student assigned to it. Six students—Louis, Mollie, Onyx, Ryan, Tiffany, and Yoshio—are available for this project. The following conditions apply: Only Louis or Tiffany can be assigned to 1923. If Mollie is assigned to the project, then she must be assigned to either 1921 or 1922. If Tiffany is assigned to the project, then Ryan must be assigned to the project. If Ryan is assigned to the project, then Onyx must be assigned to the year immediately prior to Ryan's.
Question: Mollie must be assigned to 1922 if which one of the following is true?
Choices:
  A: Louis is assigned to 1924.
  B: Onyx is assigned to 1921.
  C: Onyx is assigned to 1924.
  D: Tiffany is assigned to 1923.
  E: Yoshio is assigned to 1921.
",,B,B,B,D,C,D,B,E,B,N,B,E,,0,504,2124,2628,
60,2023-11-30 19:30:48,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,36,60,"Topic: Law
Context: A loading dock consists of exactly six bays numbered 1 through 6 consecutively from one side of the dock to the other. Each bay is holding a different one of exactly six types of cargo—fuel, grain, livestock, machinery, produce, or textiles. The following apply: The bay holding grain has a higher number than the bay holding livestock. The bay holding livestock has a higher number than the bay holding textiles. The bay holding produce has a higher number than the bay holding fuel. The bay holding textiles is next to the bay holding produce.
Question: If bay 4 is holding produce, then for exactly how many of the six bays is the type of cargo that bay is holding completely determined?
Choices:
  A: two
  B: three
  C: four
  D: five
  E: six
",,A,C,E,B,A,D,C,C,E,B,C,C,,1,438,2094,2532,
61,2023-11-30 19:30:53,gpt-35-turbo,chain_of_thought,lsat-ar-100,Law,agi-eval/lsat-ar,123,61,"Topic: Law
Context: A corporate manager is selecting employees for a research team. The team will include at least four employees, all from among the following eight: Myers, Ortega, Paine, Schmidt, Thomson, Wong, Yoder, and Zayre. The selection is constrained by the following conditions: If Myers is on the team, neither Ortega nor Paine can be. If Schmidt is on the team, both Paine and Thomson must also be. If Wong is on the team, both Myers and Yoder must also be.
Question: Which one of the following is a possible selection of employees for the team?
Choices:
  A: Myers, Paine, Schmidt, and Thomson
  B: Ortega, Paine, Thomson, and Zayre
  C: Paine, Schmidt, Yoder, and Zayre
  D: Schmidt, Thomson, Yoder, and Zayre
  E: Thomson, Wong, Yoder, and Zayre
",,D,D,D,C,E,D,D,D,C,D,D,B,,0,466,1781,2247,
